Student Name,Attendance %,Internal Marks,Final Marks,Assignment Scores,Extra Activities,Family Income,Internet Access,Study Hours,Placement Status,Average Score,Risk Category,Performance_Level
Amy Garcia,85.7,69,71,65,NCC,8000.0,Yes,3.5,Placed,68.33333333333333,safe,Average
Susan Jones,89.7,44,52,45,Sports,64293.0,No,1.2,Not Placed,47.0,Need Improvement,Poor
Michelle Hernandez,97.0,81,77,73,Debate,74154.0,Yes,5.0,Placed,77.0,safe,Good
Elizabeth Gonzalez,59.0,60,71,100,Volunteer,42974.0,Yes,9.5,Placed,77.0,safe,Good
Kevin Young,79.1,69,76,71,Music,33937.0,Yes,5.2,Placed,72.0,safe,Good
Amanda Ramirez,86.5,62,74,80,Volunteer,43574.0,Yes,4.1,Placed,72.0,safe,Good
Matthew Thomas,75.5,92,76,100,Sports,68605.0,No,9.1,Placed,89.33333333333333,safe,Excellent
Nancy Scott,89.0,69,73,63,Sports,30660.0,Yes,5.5,Placed,68.33333333333333,safe,Average
Emma Perez,86.3,50,64,70,Volunteer,61536.0,Yes,2.9,Placed,61.333333333333336,safe,Average
Nicholas Wilson,83.5,76,93,100,Volunteer,86079.0,Yes,8.2,Placed,89.66666666666667,safe,Excellent
William Rodriguez,91.1,52,67,83,NCC,104276.0,Yes,5.7,Placed,67.33333333333333,safe,Average
Anthony Torres,66.5,58,66,87,Sports,129343.0,No,7.2,Placed,70.33333333333333,safe,Good
Karen White,80.0,81,72,100,Sports,54980.0,No,9.6,Placed,84.33333333333333,safe,Good
Ryan Hill,65.8,74,72,40,Sports,60086.0,Yes,5.0,Placed,62.0,safe,Average
Kevin Hernandez,87.9,57,69,59,Sports,81512.0,Yes,2.7,Placed,61.666666666666664,safe,Average
Nancy Sanchez,83.8,28,45,22,Sports,21002.0,No,1.0,Not Placed,31.666666666666668,At risk,Poor
Angela Lewis,78.5,62,75,69,Sports,52348.0,No,6.1,Placed,68.66666666666667,safe,Average
Ronald Sanchez,78.3,61,77,83,Debate,72509.0,Yes,4.0,Placed,73.66666666666667,safe,Good
Brian Hill,92.8,57,69,57,Sports,121610.0,No,3.4,Placed,61.0,safe,Average
Thomas Wright,95.1,41,37,24,Sports,70852.0,Yes,1.2,Not Placed,34.0,At risk,Poor
Betty Smith,100.0,59,74,81,Volunteer,112003.0,Yes,5.3,Placed,71.33333333333333,safe,Good
Jacob Lee,98.1,57,57,36,Debate,64702.0,Yes,2.9,Not Placed,50.0,Need Improvement,Average
Laura Sanchez,89.8,64,80,71,Volunteer,66707.0,No,6.3,Placed,71.66666666666667,safe,Good
Michelle Anderson,68.6,40,41,70,Music,133788.0,Yes,5.3,Not Placed,50.333333333333336,Need Improvement,Average
Robert Thomas,84.2,31,42,27,Music,72126.0,No,1.7,Not Placed,33.333333333333336,At risk,Poor
Carol Smith,91.0,67,50,59,NCC,55025.0,Yes,2.8,Not Placed,58.666666666666664,Need Improvement,Average
James Johnson,76.4,47,54,67,NCC,8000.0,No,3.4,Not Placed,56.0,Need Improvement,Average
Donald Williams,90.7,54,59,71,Debate,54868.0,Yes,3.9,Not Placed,61.333333333333336,safe,Average
Jason Lopez,76.7,51,59,72,Debate,21588.0,Yes,5.3,Not Placed,60.666666666666664,safe,Average
Stephanie Brown,81.1,74,100,100,NCC,64716.0,Yes,7.3,Placed,91.33333333333333,safe,Excellent
Charles Hill,97.0,58,76,73,NCC,61442.0,No,4.0,Placed,69.0,safe,Average
Mary Wilson,60.4,62,61,90,Sports,42664.0,No,6.5,Placed,71.0,safe,Good
Amanda Young,89.4,60,59,45,Debate,99072.0,Yes,3.7,Not Placed,54.666666666666664,Need Improvement,Average
Jessica Flores,88.0,44,74,65,NCC,43161.0,Yes,4.5,Placed,61.0,safe,Average
Kevin Lopez,80.0,55,72,100,Sports,84892.0,Yes,6.7,Placed,75.66666666666667,safe,Good
Nancy Scott,90.4,53,62,47,NCC,88449.0,Yes,2.4,Placed,54.0,Need Improvement,Average
Sarah Walker,77.9,76,72,95,Sports,76098.0,Yes,5.8,Placed,81.0,safe,Good
Sandra King,69.4,50,60,66,NCC,64702.0,Yes,4.7,Placed,58.666666666666664,Need Improvement,Average
Joseph Wilson,70.0,41,49,38,Sports,52378.0,No,3.2,Not Placed,42.666666666666664,Need Improvement,Poor
Laura Lee,73.8,87,77,80,Sports,64702.0,Yes,7.4,Placed,81.33333333333333,safe,Good
Kevin Thomas,95.9,84,77,86,Volunteer,38863.0,Yes,7.0,Placed,82.33333333333333,safe,Good
Lisa Davis,72.0,61,75,85,Debate,77052.0,No,5.7,Placed,73.66666666666667,safe,Good
Emily Thompson,71.2,52,54,60,Music,98580.0,Yes,3.7,Not Placed,55.333333333333336,Need Improvement,Average
Brian Martin,82.7,55,59,56,Music,51225.0,Yes,2.9,Not Placed,56.666666666666664,Need Improvement,Average
Nicholas Harris,91.1,46,63,58,Sports,82822.0,No,4.4,Placed,55.666666666666664,Need Improvement,Average
Ronald Moore,65.1,81,85,95,Sports,64702.0,Yes,8.2,Placed,87.0,safe,Excellent
Patricia Miller,75.9,74,76,92,NCC,88616.0,Yes,6.7,Placed,80.66666666666667,safe,Good
Kimberly Lopez,95.1,60,100,68,Sports,89187.0,Yes,6.0,Placed,76.0,safe,Good
Linda King,81.6,58,49,51,Music,67611.0,Yes,3.5,Not Placed,52.666666666666664,Need Improvement,Average
Gary Lewis,71.2,60,51,53,Volunteer,71056.0,Yes,4.8,Not Placed,54.666666666666664,Need Improvement,Average
Elizabeth Anderson,80.8,58,57,69,Debate,74790.0,Yes,5.8,Not Placed,61.333333333333336,safe,Average
Elizabeth Rodriguez,44.2,49,64,79,NCC,113896.0,Yes,5.1,Placed,64.0,safe,Average
Thomas Thomas,82.4,87,84,60,Music,64702.0,Yes,4.9,Placed,77.0,safe,Good
Kimberly Allen,76.9,57,70,85,Music,72052.0,Yes,6.7,Placed,70.66666666666667,safe,Good
Mary Martinez,70.7,58,63,78,Sports,69385.0,No,6.6,Placed,66.33333333333333,safe,Average
Betty Johnson,92.2,58,72,58,Music,9950.0,Yes,4.9,Placed,62.666666666666664,safe,Average
Michelle Lopez,59.8,47,60,47,Volunteer,58620.0,Yes,2.9,Placed,51.333333333333336,Need Improvement,Average
Steven Rodriguez,84.1,46,55,49,Sports,11887.0,Yes,3.2,Not Placed,50.0,Need Improvement,Average
Betty Wright,88.1,80,87,94,Debate,80882.0,Yes,6.9,Placed,87.0,safe,Excellent
Emily Robinson,85.5,76,85,100,Sports,106737.0,No,7.0,Placed,87.0,safe,Excellent
Elizabeth Lopez,80.4,15,31,35,Music,59908.0,No,2.0,Not Placed,27.0,At risk,Poor
Cynthia Smith,73.1,64,72,54,Volunteer,55749.0,Yes,3.1,Placed,63.333333333333336,safe,Average
Jacob Sanchez,80.0,68,80,98,Sports,55157.0,No,6.3,Placed,82.0,safe,Good
Ashley Hernandez,76.5,31,48,52,Debate,26769.0,No,3.8,Not Placed,43.666666666666664,Need Improvement,Poor
Emily Miller,82.5,57,75,41,Debate,93492.0,Yes,3.0,Placed,57.666666666666664,Need Improvement,Average
Richard Lee,71.4,76,71,72,Debate,55274.0,Yes,6.4,Placed,73.0,safe,Good
Richard Lewis,77.7,44,68,54,Sports,73126.0,No,4.6,Placed,55.333333333333336,Need Improvement,Average
Deborah Sanchez,84.3,86,92,95,Volunteer,102408.0,Yes,8.5,Placed,91.0,safe,Excellent
Michelle Johnson,94.7,64,76,100,NCC,37348.0,No,6.6,Placed,80.0,safe,Good
Jessica Robinson,78.7,47,49,52,Volunteer,55304.0,Yes,3.8,Not Placed,49.333333333333336,Need Improvement,Poor
Angela Lopez,80.0,63,72,77,Sports,70119.0,Yes,5.3,Placed,70.66666666666667,safe,Good
Rebecca Miller,72.6,43,48,63,Sports,61082.0,Yes,3.2,Not Placed,51.333333333333336,Need Improvement,Average
Jessica Harris,80.0,85,0,99,Sports,79412.0,No,8.1,Placed,61.333333333333336,safe,Average
Matthew Hill,77.6,86,78,71,Music,20022.0,Yes,8.3,Placed,78.33333333333333,safe,Good
Stephanie White,88.4,68,78,71,Sports,8000.0,Yes,6.3,Placed,72.33333333333333,safe,Good
Nancy Lopez,84.3,78,92,100,Sports,47905.0,Yes,8.5,Placed,90.0,safe,Excellent
Jennifer Martin,100.0,58,90,81,Debate,64994.0,No,5.2,Placed,76.33333333333333,safe,Good
Linda Anderson,80.5,43,48,55,NCC,73402.0,No,2.3,Not Placed,48.666666666666664,Need Improvement,Poor
Ashley Thomas,83.2,48,56,78,Debate,117485.0,Yes,4.0,Not Placed,60.666666666666664,safe,Average
Susan Garcia,59.2,86,92,100,Debate,58586.0,Yes,9.7,Placed,92.66666666666667,safe,Excellent
Thomas Davis,81.8,35,61,61,Debate,59273.0,No,3.6,Placed,52.333333333333336,Need Improvement,Average
Jessica Robinson,80.2,88,80,97,Debate,22447.0,Yes,8.5,Placed,88.33333333333333,safe,Excellent
Kenneth Allen,80.6,67,55,63,Music,102076.0,Yes,4.9,Not Placed,61.666666666666664,safe,Average
Robert Clark,94.5,49,62,56,Sports,83304.0,Yes,2.5,Placed,55.666666666666664,Need Improvement,Average
David Ramirez,69.6,38,64,72,Sports,56530.0,Yes,3.5,Placed,58.0,Need Improvement,Average
Thomas Taylor,97.9,58,55,59,NCC,58004.0,No,5.0,Not Placed,57.333333333333336,Need Improvement,Average
Patricia Hill,62.8,83,88,100,Volunteer,39231.0,Yes,7.5,Placed,90.33333333333333,safe,Excellent
Mark Hill,66.2,52,58,81,NCC,37888.0,Yes,5.6,Not Placed,63.666666666666664,safe,Average
Jennifer Sanchez,79.6,37,36,44,Volunteer,86542.0,Yes,3.7,Not Placed,39.0,At risk,Poor
James White,97.5,57,67,81,Sports,27207.0,Yes,5.6,Placed,68.33333333333333,safe,Average
Sharon Wright,75.1,59,81,100,Sports,85242.0,Yes,7.6,Placed,80.0,safe,Good
Kenneth Allen,82.8,33,64,61,Music,85256.0,Yes,5.4,Placed,52.666666666666664,Need Improvement,Average
Joshua Lee,76.4,61,81,97,Sports,8000.0,Yes,7.9,Placed,79.66666666666667,safe,Good
Daniel Sanchez,77.1,66,85,86,Sports,49770.0,No,7.4,Placed,79.0,safe,Good
Matthew Moore,100.0,60,82,69,NCC,70128.0,Yes,4.3,Placed,70.33333333333333,safe,Good
Emily Lopez,73.3,48,53,80,NCC,65757.0,No,6.8,Not Placed,60.333333333333336,safe,Average
Sharon Jackson,82.9,37,47,47,Sports,89475.0,No,2.1,Not Placed,43.666666666666664,Need Improvement,Poor
Nicholas Johnson,68.4,66,67,75,Sports,55574.0,Yes,6.9,Placed,69.33333333333333,safe,Average
Laura Smith,71.0,54,63,56,Sports,32193.0,Yes,2.4,Placed,57.666666666666664,Need Improvement,Average
Joseph Williams,62.6,72,77,100,Sports,55590.0,Yes,8.3,Placed,83.0,safe,Good
Jacob Jackson,84.1,78,73,68,NCC,64976.0,Yes,5.8,Placed,73.0,safe,Good
Richard Gonzalez,87.0,34,54,55,Sports,68683.0,Yes,3.5,Not Placed,47.666666666666664,Need Improvement,Poor
Mary Thomas,82.8,74,68,82,Music,12597.0,No,6.0,Placed,74.66666666666667,safe,Good
Emma Garcia,100.0,67,56,62,Sports,80061.0,Yes,5.5,Not Placed,61.666666666666664,safe,Average
Ryan Perez,76.6,63,84,70,NCC,29038.0,No,6.4,Placed,72.33333333333333,safe,Good
Nicholas Rodriguez,63.9,52,71,87,Music,70035.0,No,5.6,Placed,70.0,safe,Good
Amy Hernandez,86.1,61,70,68,Volunteer,25606.0,Yes,5.5,Placed,66.33333333333333,safe,Average
Michael Ramirez,73.5,43,35,65,Sports,21523.0,No,5.0,Not Placed,47.666666666666664,Need Improvement,Poor
Rebecca Allen,85.0,59,53,71,Sports,49309.0,Yes,6.5,Not Placed,61.0,safe,Average
Mark Johnson,73.3,55,66,77,Music,68640.0,No,6.8,Placed,66.0,safe,Average
Sandra Johnson,79.8,50,59,64,Music,40885.0,No,3.7,Not Placed,57.666666666666664,Need Improvement,Average
James King,74.4,44,51,29,Sports,63186.0,Yes,1.5,Not Placed,41.333333333333336,Need Improvement,Poor
Mark Thompson,80.0,70,70,86,Music,48626.0,Yes,6.3,Placed,75.33333333333333,safe,Good
Matthew Ramirez,89.0,63,63,60,Sports,108398.0,Yes,4.3,Placed,62.0,safe,Average
Sarah Johnson,80.7,82,70,99,Debate,75206.0,No,8.1,Placed,83.66666666666667,safe,Good
George King,76.5,58,57,64,Music,112419.0,Yes,6.2,Not Placed,59.666666666666664,Need Improvement,Average
Jason Johnson,89.6,64,72,86,Music,32763.0,No,5.7,Placed,74.0,safe,Good
Joshua Flores,80.0,53,65,55,Sports,63767.0,No,5.1,Placed,57.666666666666664,Need Improvement,Average
Elizabeth Torres,73.1,68,71,80,Sports,62801.0,Yes,7.5,Placed,73.0,safe,Good
Jessica Flores,84.0,67,62,72,NCC,38475.0,Yes,5.9,Placed,67.0,safe,Average
Nancy Taylor,98.4,83,81,70,Volunteer,81301.0,Yes,6.9,Placed,78.0,safe,Good
Jason Anderson,80.0,60,71,64,NCC,73040.0,Yes,6.7,Placed,65.0,safe,Average
Sandra Lopez,75.8,59,71,39,Volunteer,44478.0,No,4.2,Placed,56.333333333333336,Need Improvement,Average
Mark Robinson,77.0,66,64,75,Sports,23365.0,Yes,6.8,Placed,68.33333333333333,safe,Average
Donna Walker,80.2,67,73,98,Sports,55635.0,Yes,7.3,Placed,79.33333333333333,safe,Good
Amy Flores,83.9,47,0,43,Sports,82049.0,Yes,4.2,Not Placed,30.0,At risk,Poor
Jason Allen,83.6,45,90,60,Debate,92108.0,No,4.0,Not Placed,65.0,safe,Average
Charles Rodriguez,64.3,52,57,95,Debate,57289.0,No,5.4,Not Placed,68.0,safe,Average
Amy Allen,61.6,64,82,93,Sports,57931.0,Yes,5.3,Placed,79.66666666666667,safe,Good
Susan Clark,80.0,45,51,66,Volunteer,50644.0,Yes,4.9,Not Placed,54.0,Need Improvement,Average
Stephanie Torres,60.0,66,62,100,Volunteer,82340.0,Yes,7.9,Placed,76.0,safe,Good
Kevin Lee,87.7,40,56,43,Music,90628.0,Yes,2.1,Not Placed,46.333333333333336,Need Improvement,Poor
Robert Smith,71.2,39,39,47,Sports,48249.0,Yes,2.9,Not Placed,41.666666666666664,Need Improvement,Poor
Kenneth Hill,91.9,76,72,72,Debate,45119.0,Yes,6.0,Placed,73.33333333333333,safe,Good
Laura Anderson,80.0,40,51,40,Sports,37013.0,Yes,1.0,Not Placed,43.666666666666664,Need Improvement,Poor
Robert Lopez,60.7,67,67,74,Volunteer,60629.0,No,7.2,Placed,69.33333333333333,safe,Average
Ryan Flores,73.1,70,72,90,Sports,94245.0,Yes,6.7,Placed,77.33333333333333,safe,Good
Melissa Lee,94.9,83,86,67,Debate,24015.0,No,6.9,Placed,78.66666666666667,safe,Good
Andrew Martin,99.6,66,91,91,NCC,78974.0,No,7.4,Placed,82.66666666666667,safe,Good
Brian Perez,84.1,82,80,77,Sports,58747.0,Yes,6.1,Placed,79.66666666666667,safe,Good
Linda Jackson,88.4,57,64,70,Debate,64702.0,Yes,4.6,Placed,63.666666666666664,safe,Average
Kevin Smith,71.0,57,61,61,NCC,120171.0,Yes,5.9,Placed,59.666666666666664,Need Improvement,Average
Michael Thompson,69.1,64,69,100,Sports,88626.0,No,7.0,Placed,77.66666666666667,safe,Good
Matthew Martin,58.3,61,54,57,Volunteer,64702.0,No,5.3,Not Placed,57.333333333333336,Need Improvement,Average
Amy Clark,95.9,46,83,74,NCC,109354.0,Yes,5.0,Placed,67.66666666666667,safe,Average
James Thompson,59.6,35,43,41,Sports,21564.0,Yes,3.7,Not Placed,39.666666666666664,At risk,Poor
John Wilson,100.0,59,73,67,Sports,74002.0,Yes,6.0,Placed,66.33333333333333,safe,Average
Jacob Thompson,73.9,83,71,78,Volunteer,82220.0,Yes,6.9,Placed,77.33333333333333,safe,Good
Sharon Martin,91.7,60,70,67,Sports,43334.0,No,5.3,Not Placed,65.66666666666667,safe,Average
Thomas Ramirez,79.8,49,68,98,Sports,85098.0,Yes,7.4,Placed,71.66666666666667,safe,Good
Nicholas Hill,64.2,78,82,100,Sports,59753.0,No,9.6,Placed,86.66666666666667,safe,Excellent
Charles Lee,72.1,51,57,70,Music,90951.0,No,4.2,Not Placed,59.333333333333336,Need Improvement,Average
William Taylor,68.8,56,58,92,Sports,89712.0,No,5.3,Not Placed,68.66666666666667,safe,Average
Paul Wright,86.9,45,56,62,Debate,90256.0,No,5.4,Not Placed,54.333333333333336,Need Improvement,Average
Lisa Allen,70.5,50,68,47,Volunteer,43293.0,Yes,3.8,Placed,55.0,Need Improvement,Average
Matthew Wilson,100.0,98,99,100,Sports,64702.0,Yes,8.6,Placed,99.0,safe,Excellent
Lisa Brown,80.0,72,69,86,NCC,87739.0,Yes,7.0,Placed,75.66666666666667,safe,Good
Amy Brown,76.1,86,76,96,Music,59344.0,Yes,7.8,Placed,86.0,safe,Excellent
Cynthia Allen,73.0,47,46,67,Sports,64702.0,No,5.5,Not Placed,53.333333333333336,Need Improvement,Average
James Thompson,95.0,79,70,91,Music,20970.0,Yes,8.2,Placed,80.0,safe,Good
Anthony Lopez,89.0,65,67,77,Sports,59572.0,Yes,5.7,Placed,69.66666666666667,safe,Average
David Thomas,77.2,83,69,69,Sports,8000.0,No,5.4,Placed,73.66666666666667,safe,Good
Mary Perez,71.7,55,54,58,Sports,52154.0,Yes,3.5,Not Placed,55.666666666666664,Need Improvement,Average
Ashley Young,94.3,57,0,37,NCC,76735.0,Yes,1.8,Placed,31.333333333333332,At risk,Poor
George Allen,100.0,83,90,75,Debate,72366.0,Yes,6.0,Placed,82.66666666666667,safe,Good
Kenneth Johnson,87.6,58,67,56,Volunteer,117494.0,Yes,3.9,Placed,60.333333333333336,safe,Average
Matthew Flores,74.7,63,58,96,Debate,42451.0,No,7.6,Not Placed,72.33333333333333,safe,Good
Susan Perez,59.6,54,53,89,Sports,47466.0,Yes,7.0,Not Placed,65.33333333333333,safe,Average
George White,87.9,60,65,47,Debate,43309.0,No,3.6,Placed,57.333333333333336,Need Improvement,Average
Sandra Garcia,88.6,88,87,100,Volunteer,111085.0,Yes,10.0,Placed,91.66666666666667,safe,Excellent
Michael Wilson,80.0,53,48,58,Sports,78310.0,Yes,4.4,Not Placed,53.0,Need Improvement,Average
Susan Clark,81.5,69,82,96,Sports,53353.0,No,6.8,Placed,82.33333333333333,safe,Good
Michelle Martinez,75.4,50,67,86,NCC,28885.0,Yes,6.0,Placed,67.66666666666667,safe,Average
Linda White,100.0,57,80,66,Volunteer,46130.0,No,7.0,Not Placed,67.66666666666667,safe,Average
Richard Garcia,83.8,75,73,84,Music,67724.0,Yes,6.9,Placed,77.33333333333333,safe,Good
Nicholas Jones,83.4,58,85,65,NCC,91375.0,No,4.5,Placed,69.33333333333333,safe,Average
George Robinson,73.5,81,67,78,Music,80335.0,Yes,7.6,Placed,75.33333333333333,safe,Good
Laura King,80.3,67,69,76,Sports,59454.0,Yes,5.4,Placed,70.66666666666667,safe,Good
Ashley Ramirez,98.6,83,96,79,Volunteer,65810.0,Yes,7.3,Placed,86.0,safe,Excellent
Cynthia Miller,90.4,42,39,36,Sports,29541.0,Yes,1.0,Not Placed,39.0,At risk,Poor
Sarah Smith,75.5,61,53,68,NCC,29923.0,Yes,4.9,Not Placed,60.666666666666664,safe,Average
Kimberly Anderson,97.6,42,42,40,Sports,103973.0,No,3.2,Not Placed,41.333333333333336,Need Improvement,Poor
Anthony Jones,86.8,40,46,26,Debate,73326.0,Yes,1.1,Not Placed,37.333333333333336,At risk,Poor
Kimberly Jackson,57.1,59,65,83,Debate,78556.0,Yes,6.7,Placed,69.0,safe,Average
Donald Ramirez,82.9,57,78,79,Debate,83330.0,Yes,6.3,Placed,71.33333333333333,safe,Good
Ashley Robinson,85.6,57,66,81,Sports,63483.0,Yes,6.1,Placed,68.0,safe,Average
Ryan Anderson,78.4,47,53,59,Music,71308.0,Yes,3.8,Not Placed,53.0,Need Improvement,Average
John Martin,65.7,93,85,92,Sports,63856.0,No,9.1,Placed,90.0,safe,Excellent
Thomas Gonzalez,71.6,95,92,100,Debate,100106.0,Yes,10.0,Placed,95.66666666666667,safe,Excellent
William Hill,87.5,57,62,89,Sports,96572.0,No,6.4,Placed,69.33333333333333,safe,Average
Karen Gonzalez,94.8,49,64,76,Music,79786.0,No,5.0,Placed,63.0,safe,Average
Robert Thomas,91.0,73,84,96,Sports,73264.0,No,7.8,Placed,84.33333333333333,safe,Good
Jacob Harris,75.0,70,77,90,Sports,62269.0,Yes,7.2,Placed,79.0,safe,Good
Jennifer Thomas,71.8,80,93,99,Volunteer,83201.0,No,9.1,Placed,90.66666666666667,safe,Excellent
Cynthia Scott,97.6,67,74,72,Sports,77378.0,No,5.4,Placed,71.0,safe,Good
Jacob Allen,100.0,53,65,70,Debate,99320.0,Yes,5.4,Placed,62.666666666666664,safe,Average
Steven Sanchez,83.8,27,90,55,Music,91194.0,No,1.2,Not Placed,57.333333333333336,Need Improvement,Average
Andrew Gonzalez,79.5,83,86,85,Debate,97384.0,Yes,7.0,Placed,84.66666666666667,safe,Good
Susan Ramirez,81.2,61,64,35,Sports,62044.0,Yes,4.0,Placed,53.333333333333336,Need Improvement,Average
Richard Gonzalez,67.6,72,75,70,NCC,114218.0,Yes,6.4,Placed,72.33333333333333,safe,Good
Carol Anderson,95.8,70,65,65,Debate,64702.0,Yes,3.0,Placed,66.66666666666667,safe,Average
Lisa Allen,96.9,70,81,70,Volunteer,47953.0,Yes,3.8,Placed,73.66666666666667,safe,Good
Karen Hill,91.4,44,44,54,Sports,64702.0,Yes,4.1,Not Placed,47.333333333333336,Need Improvement,Poor
Rebecca Ramirez,100.0,60,55,70,Music,24811.0,Yes,4.8,Not Placed,61.666666666666664,safe,Average
Cynthia Johnson,92.2,78,76,79,Sports,64926.0,Yes,8.4,Placed,77.66666666666667,safe,Good
Cynthia Hernandez,65.4,60,60,60,NCC,84601.0,Yes,4.7,Placed,60.0,safe,Average
Amanda Brown,73.5,41,54,50,Volunteer,51511.0,No,3.6,Not Placed,48.333333333333336,Need Improvement,Poor
Kevin King,46.8,51,61,70,Volunteer,30520.0,Yes,3.5,Placed,60.666666666666664,safe,Average
Donna Rodriguez,73.8,53,0,85,Sports,52786.0,No,5.9,Not Placed,46.0,Need Improvement,Poor
Andrew Thompson,79.0,53,65,73,NCC,74003.0,Yes,3.5,Placed,63.666666666666664,safe,Average
Karen Martin,66.6,41,47,48,Sports,60010.0,Yes,4.2,Not Placed,45.333333333333336,Need Improvement,Poor
Edward Martin,74.1,46,69,95,Debate,14612.0,Yes,4.8,Placed,70.0,safe,Good
George Wilson,94.9,90,0,90,Sports,76615.0,No,7.5,Placed,60.0,safe,Average
Deborah Hill,88.7,68,57,85,Debate,75825.0,No,6.2,Not Placed,70.0,safe,Good
Emma Lewis,76.3,37,54,30,Volunteer,13757.0,Yes,1.7,Not Placed,40.333333333333336,Need Improvement,Poor
Laura Harris,60.6,50,52,75,Sports,37043.0,No,4.7,Not Placed,59.0,Need Improvement,Average
Cynthia Gonzalez,73.7,54,72,63,Sports,63533.0,Yes,5.0,Placed,63.0,safe,Average
Linda Moore,100.0,58,75,73,Sports,38998.0,No,6.2,Placed,68.66666666666667,safe,Average
Sandra White,76.5,53,54,66,Volunteer,64702.0,Yes,5.9,Not Placed,57.666666666666664,Need Improvement,Average
Nancy Flores,88.9,78,78,100,Music,111361.0,No,8.5,Placed,85.33333333333333,safe,Excellent
Kevin Hernandez,77.0,72,58,83,Sports,88875.0,Yes,5.8,Not Placed,71.0,safe,Good
Emily Thomas,75.9,71,0,100,Sports,51846.0,No,9.5,Placed,57.0,Need Improvement,Average
Jennifer Sanchez,100.0,82,0,100,Sports,38655.0,Yes,7.6,Placed,60.666666666666664,safe,Average
Richard Torres,80.0,50,76,67,Debate,8000.0,No,4.1,Placed,64.33333333333333,safe,Average
Edward Anderson,100.0,80,74,76,Sports,50064.0,Yes,5.9,Placed,76.66666666666667,safe,Good
Richard Lee,67.8,57,59,80,Debate,60656.0,Yes,6.0,Not Placed,65.33333333333333,safe,Average
Michelle Allen,65.5,49,40,59,Sports,46844.0,No,4.9,Not Placed,49.333333333333336,Need Improvement,Poor
Donald White,66.8,67,68,100,Volunteer,58742.0,No,8.2,Placed,78.33333333333333,safe,Good
Charles Taylor,71.1,45,31,40,Music,117908.0,Yes,2.3,Not Placed,38.666666666666664,At risk,Poor
Brian Davis,100.0,48,57,49,Sports,48863.0,Yes,2.9,Not Placed,51.333333333333336,Need Improvement,Average
Cynthia White,52.3,53,46,82,Volunteer,75129.0,Yes,6.0,Not Placed,60.333333333333336,safe,Average
Donna Allen,80.0,48,60,82,Volunteer,31575.0,Yes,5.9,Placed,63.333333333333336,safe,Average
Deborah Rodriguez,66.6,84,87,100,Music,76332.0,Yes,9.8,Placed,90.33333333333333,safe,Excellent
Nancy Lee,73.6,61,70,81,Debate,25717.0,Yes,6.0,Placed,70.66666666666667,safe,Good
Michael Thompson,91.8,77,83,100,Sports,39763.0,Yes,6.6,Placed,86.66666666666667,safe,Excellent
Michael Allen,76.0,61,76,99,Volunteer,70632.0,Yes,7.1,Placed,78.66666666666667,safe,Good
Donald Walker,67.2,35,61,82,NCC,15591.0,No,5.8,Placed,59.333333333333336,Need Improvement,Average
Robert Johnson,71.1,48,46,54,Sports,64702.0,No,5.5,Not Placed,49.333333333333336,Need Improvement,Poor
Kimberly King,80.1,52,67,70,Debate,9078.0,Yes,3.8,Placed,63.0,safe,Average
Ashley Smith,73.6,84,72,100,Debate,74572.0,Yes,10.0,Placed,85.33333333333333,safe,Excellent
Karen Allen,62.5,33,48,57,Music,64636.0,Yes,4.0,Not Placed,46.0,Need Improvement,Poor
George Lewis,68.4,44,48,45,Volunteer,160393.0,Yes,4.2,Not Placed,45.666666666666664,Need Improvement,Poor
Joshua Clark,78.1,45,58,73,Sports,114141.0,Yes,5.0,Not Placed,58.666666666666664,Need Improvement,Average
Donna Walker,76.0,65,75,82,Music,65177.0,Yes,6.3,Placed,74.0,safe,Good
Michelle Hill,92.2,55,68,74,Debate,71681.0,Yes,4.9,Placed,65.66666666666667,safe,Average
Deborah Walker,80.0,56,70,89,Sports,38607.0,Yes,5.0,Placed,71.66666666666667,safe,Good
John Thomas,73.5,39,44,52,Music,75479.0,No,4.3,Not Placed,45.0,Need Improvement,Poor
Amanda Thomas,75.3,61,58,67,Volunteer,84869.0,No,4.6,Not Placed,62.0,safe,Average
Angela Jones,100.0,70,62,63,Sports,63709.0,No,4.6,Placed,65.0,safe,Average
Jacob Scott,73.5,69,54,41,Sports,78779.0,Yes,3.3,Not Placed,54.666666666666664,Need Improvement,Average
Nicholas Jones,85.7,63,81,93,Sports,78082.0,No,7.6,Placed,79.0,safe,Good
Edward Sanchez,78.3,46,90,82,Sports,81295.0,No,8.2,Not Placed,72.66666666666667,safe,Good
Patricia Wright,80.0,94,83,81,Music,84071.0,Yes,7.5,Placed,86.0,safe,Excellent
Charles Williams,80.0,80,79,78,Volunteer,70108.0,Yes,7.4,Placed,79.0,safe,Good
Amy Garcia,90.0,63,79,66,Sports,51385.0,Yes,5.5,Placed,69.33333333333333,safe,Average
Emma Hill,82.7,62,84,100,Sports,89416.0,Yes,7.0,Placed,82.0,safe,Good
Susan Williams,78.8,78,85,83,Debate,57430.0,Yes,8.1,Placed,82.0,safe,Good
Donna Ramirez,78.2,37,49,48,NCC,43712.0,Yes,4.3,Not Placed,44.666666666666664,Need Improvement,Poor
Sandra Hill,99.6,56,65,55,NCC,43535.0,Yes,2.4,Placed,58.666666666666664,Need Improvement,Average
Deborah Wright,89.0,39,42,37,Sports,72683.0,Yes,3.1,Not Placed,39.333333333333336,At risk,Poor
